date,customer_id,product,price,quantity,coupon_code,shipping_city
13-02-2025,CUST1125,USB Drive,76.29,1,NONE,Kitchener
13-02-2025,CUST1076,USB Drive,56.25,2,NEW25,Mississauga
15-02-2025,CUST1147,Laptop,1698.73,2,SUMMER10,Hamilton
16-02-2025,CUST1101,Mouse,69.74,5,FREESHIP,Vaughan
17-02-2025,CUST1129,Mouse,81.44,2,SUMMER10,Waterloo
17-02-2025,CUST1118,USB Drive,10.17,3,NONE,Mississauga
19-02-2025,CUST1013,Smartwatch,199.17,3,FREESHIP,London
19-02-2025,CUST1096,Smartphone,493.23,2,SUMMER10,Toronto
19-02-2025,CUST1101,Smartphone,528.66,3,NONE,Richmond Hill
19-02-2025,CUST1135,Headphones,73.18,2,SAVE15,Vaughan
20-02-2025,CUST1054,Laptop,1370.59,2,TECH20,Cambridge
21-02-2025,CUST1130,Smartphone,695.79,5,NONE,Hamilton
22-02-2025,CUST1027,Tablet,262.53,3,TECH20,Windsor
25-02-2025,CUST1064,Monitor,510.27,2,SAVE15,Kitchener
25-02-2025,CUST1126,Tablet,498.39,4,WELCOME10,Windsor
26-02-2025,CUST1128,USB Drive,42,5,SUMMER10,Toronto
26-02-2025,CUST1073,Smartphone,745.17,5,FREESHIP,Kitchener
27-02-2025,CUST1062,Keyboard,104.23,4,NEW25,Waterloo
27-02-2025,CUST1020,Tablet,592.63,2,SUMMER10,Toronto
27-02-2025,CUST1009,Headphones,125.45,4,SUMMER10,Ottawa
28-02-2025,CUST1138,Laptop,1448.31,3,NONE,Cambridge
01-03-2025,CUST1104,Monitor,263.58,5,NONE,Toronto
02-03-2025,CUST1061,Smartphone,839.07,2,NONE,Hamilton
02-03-2025,CUST1123,Keyboard,174.31,2,NEW25,Waterloo
04-03-2025,CUST1117,Webcam,99.84,2,NONE,Burlington
04-03-2025,CUST1013,Mouse,43.76,2,FREESHIP,Cambridge
05-03-2025,CUST1099,Smartphone,540.01,3,FREESHIP,Richmond Hill
09-03-2025,CUST1078,Keyboard,179.35,2,NONE,Windsor
09-03-2025,CUST1090,Keyboard,105.88,1,SAVE15,Richmond Hill
09-03-2025,CUST1147,Smartwatch,185.69,5,FREESHIP,Vaughan
10-03-2025,CUST1037,Mouse,33.71,1,SUMMER10,Waterloo
10-03-2025,CUST1130,Webcam,148.78,4,TECH20,Vaughan
12-03-2025,CUST1028,Webcam,189.23,5,NEW25,Waterloo
13-03-2025,CUST1123,Smartphone,584.78,3,SAVE15,Toronto
13-03-2025,CUST1061,Smartphone,1385.13,4,WELCOME10,Richmond Hill
14-03-2025,CUST1058,Smartwatch,485.16,4,NONE,Ottawa
14-03-2025,CUST1090,Smartphone,516.07,3,TECH20,Burlington
15-03-2025,CUST1051,Webcam,237.79,5,SUMMER10,Oakville
15-03-2025,CUST1060,Smartwatch,465.13,4,NEW25,Markham
15-03-2025,CUST1075,Webcam,165.01,4,WELCOME10,Waterloo
16-03-2025,CUST1066,Headphones,113.24,2,SAVE15,Waterloo
16-03-2025,CUST1034,USB Drive,10.2,5,TECH20,Ottawa
17-03-2025,CUST1017,Smartphone,722.11,2,TECH20,Waterloo
17-03-2025,CUST1111,Monitor,412.13,2,WELCOME10,Markham
19-03-2025,CUST1003,Keyboard,40.2,2,SUMMER10,Burlington
20-03-2025,CUST1041,Laptop,1647.21,4,SUMMER10,Mississauga
22-03-2025,CUST1113,Smartwatch,106.51,4,WELCOME10,Oakville
23-03-2025,CUST1084,USB Drive,39.27,5,NEW25,Richmond Hill
23-03-2025,CUST1104,Smartphone,865.39,5,NEW25,Ottawa
25-03-2025,CUST1119,Webcam,195.83,4,TECH20,Windsor
26-03-2025,CUST1113,Laptop,1371.35,3,NEW25,Vaughan
27-03-2025,CUST1030,Mouse,96.69,2,TECH20,Mississauga
28-03-2025,CUST1022,Keyboard,106.68,3,SUMMER10,Cambridge
29-03-2025,CUST1118,Laptop,1762.82,3,WELCOME10,Oakville
29-03-2025,CUST1135,Laptop,1341.88,5,NONE,London
30-03-2025,CUST1142,Smartphone,557.06,1,SAVE15,Toronto
31-03-2025,CUST1107,Laptop,1704.55,2,WELCOME10,London
31-03-2025,CUST1121,Mouse,77.62,5,NEW25,Burlington
31-03-2025,CUST1034,Smartwatch,398.81,4,SUMMER10,Hamilton
31-03-2025,CUST1119,Monitor,516.08,4,NEW25,Brampton
01-04-2025,CUST1106,Keyboard,159.69,1,SAVE15,Hamilton
02-04-2025,CUST1130,Mouse,117.19,1,NONE,Cambridge
03-04-2025,CUST1140,Smartphone,830.61,3,TECH20,Mississauga
03-04-2025,CUST1141,USB Drive,79.81,1,NEW25,Burlington
04-04-2025,CUST1072,Smartwatch,156.07,4,SAVE15,London
04-04-2025,CUST1034,Webcam,177.96,4,SUMMER10,Windsor
04-04-2025,CUST1096,Keyboard,75.81,2,SUMMER10,Oakville
06-04-2025,CUST1111,Tablet,640.83,4,WELCOME10,Hamilton
06-04-2025,CUST1111,Smartphone,532.51,4,SUMMER10,Kitchener
06-04-2025,CUST1075,Tablet,751.57,1,WELCOME10,Markham
08-04-2025,CUST1025,Smartwatch,423,1,NEW25,Oakville
08-04-2025,CUST1014,Smartphone,935.64,3,FREESHIP,Cambridge
08-04-2025,CUST1032,Laptop,1137.95,4,WELCOME10,Cambridge
08-04-2025,CUST1066,Tablet,829.65,1,NEW25,Oakville
09-04-2025,CUST1064,Mouse,81.01,3,SUMMER10,Markham
10-04-2025,CUST1090,Smartphone,930.6,3,NEW25,London
11-04-2025,CUST1085,Tablet,406.63,2,FREESHIP,Waterloo
12-04-2025,CUST1099,Smartwatch,438.12,4,WELCOME10,Vaughan
13-04-2025,CUST1074,Smartwatch,290.98,3,TECH20,Cambridge
15-04-2025,CUST1068,Keyboard,137.64,5,FREESHIP,Markham
16-04-2025,CUST1108,Smartwatch,266.31,4,NONE,Waterloo
17-04-2025,CUST1086,Webcam,93.4,3,WELCOME10,Vaughan
19-04-2025,CUST1040,Smartphone,977.92,4,SAVE15,London
19-04-2025,CUST1139,USB Drive,39.62,2,NEW25,Markham
19-04-2025,CUST1091,Monitor,231.83,3,TECH20,Markham
20-04-2025,CUST1052,Mouse,94.73,5,TECH20,Windsor
20-04-2025,CUST1074,Mouse,90.4,4,SAVE15,Mississauga
21-04-2025,CUST1111,Webcam,194.17,4,SAVE15,Oakville
21-04-2025,CUST1060,Webcam,91.43,3,NONE,Brampton
23-04-2025,CUST1046,Smartphone,1178.42,5,FREESHIP,Toronto
23-04-2025,CUST1036,USB Drive,37.96,5,FREESHIP,Mississauga
24-04-2025,CUST1086,Mouse,94.58,2,WELCOME10,Kitchener
25-04-2025,CUST1001,Webcam,75.47,1,TECH20,Burlington
26-04-2025,CUST1077,Smartwatch,196.39,2,NONE,Burlington
26-04-2025,CUST1089,Monitor,570.63,5,TECH20,London
26-04-2025,CUST1030,Webcam,131.6,4,WELCOME10,Cambridge
27-04-2025,CUST1058,Smartwatch,239.86,1,NEW25,Vaughan
28-04-2025,CUST1091,Mouse,97.57,2,NEW25,Vaughan
29-04-2025,CUST1020,Laptop,807.45,3,SUMMER10,Ottawa
30-04-2025,CUST1130,Laptop,803.06,5,WELCOME10,Kitchener
30-04-2025,CUST1121,Monitor,198.76,1,SUMMER10,Windsor
01-05-2025,CUST1080,USB Drive,33.46,2,NONE,Vaughan
02-05-2025,CUST1114,Monitor,454.36,5,TECH20,Ottawa
02-05-2025,CUST1043,Laptop,1765.9,4,FREESHIP,Burlington
03-05-2025,CUST1142,Keyboard,89.49,3,NONE,Markham
03-05-2025,CUST1080,Smartwatch,193.6,4,NONE,Vaughan
04-05-2025,CUST1065,Headphones,236.33,2,NEW25,Oakville
05-05-2025,CUST1038,Tablet,546.06,1,NONE,London
05-05-2025,CUST1058,Tablet,521.3,3,NEW25,London
05-05-2025,CUST1079,Keyboard,90.66,5,TECH20,Burlington
05-05-2025,CUST1117,Smartwatch,492.1,5,SAVE15,Oakville
06-05-2025,CUST1136,Monitor,343.81,4,SUMMER10,Cambridge
06-05-2025,CUST1023,USB Drive,28.79,3,FREESHIP,Vaughan
06-05-2025,CUST1122,Headphones,47.57,5,NONE,Ottawa
07-05-2025,CUST1071,Smartwatch,280.03,5,FREESHIP,Cambridge
07-05-2025,CUST1127,Smartphone,761.12,5,SUMMER10,Vaughan
07-05-2025,CUST1052,Laptop,1529.66,1,SUMMER10,Brampton
09-05-2025,CUST1060,Smartwatch,208.37,1,NEW25,Vaughan
11-05-2025,CUST1075,Keyboard,145.1,3,WELCOME10,Toronto
15-05-2025,CUST1042,Headphones,237.51,4,SUMMER10,Hamilton
16-05-2025,CUST1010,Mouse,37.86,1,SUMMER10,Oakville
16-05-2025,CUST1149,Laptop,1356.6,5,SAVE15,Hamilton
17-05-2025,CUST1037,Keyboard,127.15,1,WELCOME10,Brampton
18-05-2025,CUST1078,Tablet,318.65,3,FREESHIP,Brampton
20-05-2025,CUST1112,Keyboard,103.23,4,WELCOME10,Oakville
20-05-2025,CUST1129,Mouse,89.97,5,FREESHIP,Burlington
21-05-2025,CUST1058,Keyboard,73.81,5,TECH20,Brampton
21-05-2025,CUST1063,Smartphone,425.01,2,SAVE15,Hamilton
22-05-2025,CUST1108,Smartphone,567.21,3,FREESHIP,Ottawa
22-05-2025,CUST1033,Tablet,843.14,2,SAVE15,Brampton
22-05-2025,CUST1143,USB Drive,59.08,1,SUMMER10,Vaughan
23-05-2025,CUST1095,Smartphone,802.85,4,FREESHIP,Richmond Hill
24-05-2025,CUST1140,Smartphone,1084.43,5,NEW25,Toronto
25-05-2025,CUST1100,Headphones,152.81,4,NONE,Richmond Hill
26-05-2025,CUST1007,USB Drive,60.48,3,SAVE15,Kitchener
26-05-2025,CUST1065,Webcam,185.68,5,NONE,Brampton
28-05-2025,CUST1021,Headphones,130.04,3,FREESHIP,Cambridge
29-05-2025,CUST1021,Laptop,1427.39,2,NONE,Mississauga
30-05-2025,CUST1131,Headphones,194.5,3,FREESHIP,London
30-05-2025,CUST1018,Keyboard,95.77,4,NEW25,Burlington
30-05-2025,CUST1126,Tablet,878.11,5,NONE,Vaughan
01-06-2025,CUST1084,Headphones,67.94,4,SAVE15,Vaughan
01-06-2025,CUST1079,Smartphone,727.92,4,SUMMER10,Hamilton
02-06-2025,CUST1074,Keyboard,171.22,2,NEW25,Hamilton
03-06-2025,CUST1042,Tablet,850.21,5,SAVE15,Waterloo
03-06-2025,CUST1012,Smartwatch,227.56,1,WELCOME10,London
03-06-2025,CUST1097,Tablet,485.78,2,NONE,Kitchener
04-06-2025,CUST1105,Smartwatch,463.76,1,SAVE15,Toronto
04-06-2025,CUST1124,Mouse,84.19,2,NONE,Ottawa
05-06-2025,CUST1002,Smartwatch,142.79,4,TECH20,London
07-06-2025,CUST1114,Smartphone,491.52,3,NONE,Markham
08-06-2025,CUST1119,Monitor,378.3,4,WELCOME10,Toronto
09-06-2025,CUST1148,USB Drive,11.8,4,FREESHIP,Hamilton
10-06-2025,CUST1112,Monitor,477.85,5,SUMMER10,Mississauga
10-06-2025,CUST1072,Webcam,123.39,2,WELCOME10,Toronto
11-06-2025,CUST1067,USB Drive,49.57,2,NEW25,Hamilton
11-06-2025,CUST1005,Headphones,327.92,2,SUMMER10,Brampton
11-06-2025,CUST1116,Mouse,34.03,5,WELCOME10,London
11-06-2025,CUST1080,Keyboard,162.87,5,FREESHIP,London
12-06-2025,CUST1125,Webcam,126,5,WELCOME10,Waterloo
13-06-2025,CUST1062,Webcam,162.33,4,WELCOME10,Markham
14-06-2025,CUST1120,USB Drive,52.47,4,FREESHIP,Cambridge
14-06-2025,CUST1027,Monitor,333.76,2,TECH20,Oakville
14-06-2025,CUST1052,USB Drive,19.53,4,TECH20,Brampton
15-06-2025,CUST1075,USB Drive,47.71,3,SUMMER10,Markham
16-06-2025,CUST1015,Webcam,93.92,2,NONE,Toronto
16-06-2025,CUST1098,USB Drive,48.38,5,SUMMER10,Markham
16-06-2025,CUST1123,Webcam,91.47,5,FREESHIP,Richmond Hill
16-06-2025,CUST1099,USB Drive,51.86,1,TECH20,Oakville
16-06-2025,CUST1051,Webcam,87.39,4,WELCOME10,Markham
17-06-2025,CUST1087,Monitor,245.25,4,TECH20,Ottawa
18-06-2025,CUST1113,USB Drive,36.59,3,FREESHIP,London
19-06-2025,CUST1021,Keyboard,68.25,4,NONE,Richmond Hill
19-06-2025,CUST1070,Laptop,1652.38,1,NONE,Richmond Hill
19-06-2025,CUST1121,Laptop,810.22,1,NEW25,Ottawa
19-06-2025,CUST1111,Tablet,876.77,1,WELCOME10,Mississauga
19-06-2025,CUST1145,Tablet,651.44,1,SUMMER10,Windsor
20-06-2025,CUST1035,Smartphone,1171.5,1,TECH20,Kitchener
21-06-2025,CUST1073,USB Drive,52.19,4,NEW25,Kitchener
22-06-2025,CUST1027,Headphones,106.75,1,FREESHIP,Mississauga
22-06-2025,CUST1034,Webcam,57.55,5,FREESHIP,Brampton
24-06-2025,CUST1037,Smartwatch,285.78,3,NONE,Hamilton
24-06-2025,CUST1048,Smartwatch,291.49,1,TECH20,London
25-06-2025,CUST1022,Smartphone,1210.97,5,NEW25,Brampton
26-06-2025,CUST1077,Headphones,62.9,4,NEW25,Markham
26-06-2025,CUST1103,Monitor,480.39,2,NONE,Richmond Hill
28-06-2025,CUST1031,Webcam,76.6,2,SUMMER10,Oakville
28-06-2025,CUST1091,Tablet,610.9,4,SUMMER10,Brampton
28-06-2025,CUST1122,Keyboard,108.17,1,FREESHIP,Hamilton
28-06-2025,CUST1007,Keyboard,152.51,4,WELCOME10,Oakville
28-06-2025,CUST1144,Smartwatch,226.82,3,TECH20,Mississauga
29-06-2025,CUST1058,Laptop,1799.9,1,NONE,Cambridge
29-06-2025,CUST1002,Mouse,112.15,2,NONE,Brampton
01-07-2025,CUST1069,USB Drive,46.85,4,WELCOME10,Richmond Hill
02-07-2025,CUST1142,Smartwatch,296.24,4,FREESHIP,Brampton
04-07-2025,CUST1065,Mouse,29.33,1,TECH20,Cambridge
04-07-2025,CUST1046,Keyboard,74.44,3,WELCOME10,Hamilton
05-07-2025,CUST1079,Laptop,823.05,2,WELCOME10,Vaughan
05-07-2025,CUST1142,USB Drive,49.33,3,WELCOME10,Oakville
05-07-2025,CUST1148,USB Drive,71.98,2,NEW25,Mississauga
07-07-2025,CUST1136,Headphones,283.82,5,TECH20,London
09-07-2025,CUST1081,Monitor,561.45,4,WELCOME10,Waterloo
09-07-2025,CUST1056,Mouse,23.27,4,FREESHIP,Vaughan
10-07-2025,CUST1114,Smartwatch,479.53,1,SUMMER10,Brampton
11-07-2025,CUST1040,Monitor,449.3,4,WELCOME10,Mississauga
12-07-2025,CUST1116,Mouse,82.78,1,NEW25,Ottawa
13-07-2025,CUST1021,Webcam,74.97,5,TECH20,London
14-07-2025,CUST1040,Smartphone,667.97,4,TECH20,Richmond Hill
14-07-2025,CUST1059,Webcam,134.83,2,FREESHIP,Richmond Hill
14-07-2025,CUST1045,Tablet,665.45,5,SUMMER10,Markham
14-07-2025,CUST1102,USB Drive,57.36,3,NONE,Ottawa
15-07-2025,CUST1115,Tablet,462.12,4,FREESHIP,Mississauga
17-07-2025,CUST1021,Webcam,124.79,3,SAVE15,Toronto
18-07-2025,CUST1144,Headphones,194.7,1,TECH20,Ottawa
20-07-2025,CUST1119,Keyboard,96.87,5,NEW25,Kitchener
20-07-2025,CUST1076,USB Drive,45.67,1,NONE,Windsor
21-07-2025,CUST1145,Webcam,55.39,1,WELCOME10,Cambridge
21-07-2025,CUST1077,USB Drive,32.3,5,TECH20,Kitchener
21-07-2025,CUST1094,Monitor,319.22,1,SUMMER10,Vaughan
22-07-2025,CUST1118,Keyboard,128.32,2,TECH20,Brampton
22-07-2025,CUST1015,Mouse,24.54,1,SAVE15,Markham
22-07-2025,CUST1034,Monitor,257.41,3,FREESHIP,Richmond Hill
22-07-2025,CUST1004,Webcam,123.16,3,SUMMER10,Mississauga
23-07-2025,CUST1084,USB Drive,76.84,1,NEW25,Markham
23-07-2025,CUST1123,Smartphone,465.75,5,FREESHIP,Ottawa
24-07-2025,CUST1107,Monitor,522.34,1,TECH20,Oakville
25-07-2025,CUST1141,Smartwatch,215.29,1,FREESHIP,Mississauga
26-07-2025,CUST1094,Mouse,92.75,1,FREESHIP,Toronto
27-07-2025,CUST1043,Monitor,450.99,4,SAVE15,Waterloo
28-07-2025,CUST1126,Smartphone,641.36,5,NONE,Vaughan
29-07-2025,CUST1047,Smartwatch,112.69,2,NONE,Cambridge
30-07-2025,CUST1064,Monitor,502.07,3,SAVE15,Ottawa
01-08-2025,CUST1070,Smartwatch,342.83,2,NONE,Kitchener
02-08-2025,CUST1143,Laptop,1318.62,5,SAVE15,Oakville
02-08-2025,CUST1048,Monitor,258.25,1,SUMMER10,Richmond Hill
03-08-2025,CUST1042,Tablet,552.03,2,NONE,Waterloo
03-08-2025,CUST1138,Mouse,95.35,5,NONE,Waterloo
03-08-2025,CUST1117,Webcam,93.03,3,SAVE15,Richmond Hill
04-08-2025,CUST1126,Monitor,155.69,1,FREESHIP,Richmond Hill
05-08-2025,CUST1071,Laptop,801.53,1,WELCOME10,Richmond Hill
05-08-2025,CUST1034,Monitor,517.7,4,WELCOME10,Vaughan
06-08-2025,CUST1141,Webcam,156.18,3,TECH20,Hamilton
08-08-2025,CUST1055,Webcam,129.54,4,TECH20,Richmond Hill
08-08-2025,CUST1144,USB Drive,25.83,5,SUMMER10,Cambridge
09-08-2025,CUST1026,Smartwatch,302.22,1,NONE,Cambridge
10-08-2025,CUST1083,Smartphone,998.04,5,TECH20,Toronto
11-08-2025,CUST1046,Smartwatch,382.92,5,NEW25,Markham
11-08-2025,CUST1041,Monitor,200.2,4,WELCOME10,Hamilton
11-08-2025,CUST1071,Monitor,426.68,1,WELCOME10,Cambridge
13-08-2025,CUST1113,Laptop,972.52,5,SUMMER10,Waterloo
13-08-2025,CUST1009,USB Drive,57.47,2,WELCOME10,Vaughan
14-08-2025,CUST1026,Smartphone,1274.19,5,FREESHIP,Toronto
14-08-2025,CUST1099,Tablet,822.64,3,SAVE15,Burlington
14-08-2025,CUST1140,Laptop,1536,2,FREESHIP,Mississauga
14-08-2025,CUST1009,Laptop,1039.83,5,TECH20,Hamilton
14-08-2025,CUST1081,Smartphone,590.78,4,SAVE15,Oakville
16-08-2025,CUST1090,Tablet,316.65,4,WELCOME10,Hamilton
17-08-2025,CUST1069,Mouse,58.36,3,TECH20,Waterloo
19-08-2025,CUST1110,USB Drive,71.82,4,WELCOME10,Hamilton
20-08-2025,CUST1129,Webcam,168.73,2,SUMMER10,Toronto
20-08-2025,CUST1045,Headphones,304.38,4,WELCOME10,Ottawa
21-08-2025,CUST1074,Mouse,112.65,4,NEW25,Hamilton
21-08-2025,CUST1095,Webcam,77.13,5,FREESHIP,Waterloo
23-08-2025,CUST1010,Headphones,59.56,3,SAVE15,Toronto
23-08-2025,CUST1066,Smartphone,730.68,2,WELCOME10,Hamilton
24-08-2025,CUST1020,Laptop,1179.84,3,SUMMER10,Oakville
25-08-2025,CUST1047,Tablet,294.99,1,TECH20,Oakville
27-08-2025,CUST1026,Webcam,226.56,4,NONE,London
28-08-2025,CUST1014,Monitor,340.61,1,WELCOME10,Oakville
28-08-2025,CUST1136,Tablet,467.13,3,SUMMER10,London
28-08-2025,CUST1142,Webcam,164.46,2,SUMMER10,Windsor
30-08-2025,CUST1036,Mouse,111.74,4,FREESHIP,Waterloo
31-08-2025,CUST1098,Tablet,230.55,4,NEW25,Ottawa
01-09-2025,CUST1129,Keyboard,78.23,2,WELCOME10,Burlington
01-09-2025,CUST1141,Headphones,79.8,2,TECH20,Kitchener
02-09-2025,CUST1040,Keyboard,173.6,4,NEW25,Waterloo
04-09-2025,CUST1076,Headphones,119.66,3,NONE,Mississauga
06-09-2025,CUST1050,Monitor,576.45,2,SAVE15,Brampton
06-09-2025,CUST1035,Monitor,578.33,2,NONE,Oakville
07-09-2025,CUST1040,Webcam,182.37,2,TECH20,Vaughan
09-09-2025,CUST1027,Headphones,237.74,1,SUMMER10,Markham
09-09-2025,CUST1115,Smartwatch,358.36,1,WELCOME10,Markham
10-09-2025,CUST1030,Laptop,1034.8,1,SAVE15,Windsor
11-09-2025,CUST1141,Smartwatch,326.26,5,WELCOME10,Waterloo
11-09-2025,CUST1105,Webcam,151.09,4,FREESHIP,Hamilton
13-09-2025,CUST1132,Keyboard,144.47,4,FREESHIP,Windsor
17-09-2025,CUST1051,Mouse,104.17,2,TECH20,Ottawa
17-09-2025,CUST1069,Tablet,437.91,1,TECH20,Hamilton
18-09-2025,CUST1035,Keyboard,168.28,1,TECH20,Ottawa
20-09-2025,CUST1038,Headphones,124.57,4,WELCOME10,Windsor
21-09-2025,CUST1084,Tablet,778.89,1,FREESHIP,Cambridge
22-09-2025,CUST1089,Smartwatch,286.33,2,NONE,Ottawa
22-09-2025,CUST1032,Smartphone,1111.4,3,WELCOME10,Ottawa
23-09-2025,CUST1069,Smartwatch,246.94,1,NEW25,Oakville
23-09-2025,CUST1040,Laptop,1614.53,3,SAVE15,Brampton
23-09-2025,CUST1143,Mouse,42.2,5,NEW25,Waterloo
24-09-2025,CUST1057,Headphones,345.57,4,TECH20,Markham
29-09-2025,CUST1001,Headphones,207.21,5,TECH20,Burlington
29-09-2025,CUST1041,USB Drive,43.38,1,SUMMER10,Mississauga
30-09-2025,CUST1088,Headphones,182.5,5,TECH20,Cambridge
02-10-2025,CUST1022,Monitor,465.74,1,NONE,Vaughan
02-10-2025,CUST1039,Webcam,90.43,2,TECH20,London
02-10-2025,CUST1085,Tablet,675.66,1,WELCOME10,Windsor
02-10-2025,CUST1048,Monitor,203.8,2,SAVE15,Hamilton
03-10-2025,CUST1051,Laptop,1271.91,3,FREESHIP,Mississauga
03-10-2025,CUST1068,Keyboard,141.75,5,FREESHIP,Windsor
03-10-2025,CUST1124,USB Drive,66.57,4,FREESHIP,London
04-10-2025,CUST1085,Tablet,673.92,4,NONE,Hamilton
05-10-2025,CUST1016,Laptop,1337.1,3,WELCOME10,Toronto
06-10-2025,CUST1078,Mouse,35.77,5,NONE,Cambridge
06-10-2025,CUST1130,Smartphone,1353.4,5,SUMMER10,Toronto
06-10-2025,CUST1094,Smartphone,667.89,5,NONE,Ottawa
07-10-2025,CUST1023,Smartphone,1076.7,5,FREESHIP,Toronto
07-10-2025,CUST1126,Monitor,226.17,2,SUMMER10,Cambridge
07-10-2025,CUST1045,USB Drive,39.46,4,NONE,Mississauga
08-10-2025,CUST1115,Webcam,135.35,2,NEW25,London
09-10-2025,CUST1041,Headphones,41.61,4,NEW25,Windsor
09-10-2025,CUST1026,Smartphone,843.13,1,NEW25,Kitchener
09-10-2025,CUST1121,Monitor,337.13,5,NONE,Cambridge
09-10-2025,CUST1072,Webcam,140.07,5,NEW25,Waterloo
10-10-2025,CUST1140,Smartwatch,238.05,4,FREESHIP,Windsor
11-10-2025,CUST1040,Smartphone,1289.71,3,TECH20,Waterloo
11-10-2025,CUST1011,Tablet,523.9,4,NONE,Waterloo
11-10-2025,CUST1077,Webcam,51.56,1,SAVE15,Markham
12-10-2025,CUST1095,Smartphone,750.11,1,NONE,Markham
14-10-2025,CUST1119,Smartwatch,325.56,3,NEW25,Toronto
14-10-2025,CUST1105,Smartphone,753.68,5,NEW25,Brampton
14-10-2025,CUST1110,Webcam,82.03,4,SAVE15,Ottawa
